Breed,Age (Years),Weight (kg),Color,Gender,min_life_expectancy,max_life_expectancy,max_height_male,max_height_female,max_weight_male,max_weight_female,min_height_male,min_height_female,min_weight_male,min_weight_female,good_with_children,good_with_other_dogs,shedding,grooming,drooling,coat_length,good_with_strangers,playfulness,protectiveness,trainability,energy,barking
chihuahua,13,57,Black,Female,14,16,8.0,8.0,6.0,6.0,5.0,5.0,4.0,4.0,1,3,2,1,1,2,2,4,4,3,4,5
shiba inu,5,43,Merle,Male,13,16,16.5,16.5,23.0,17.0,14.5,14.5,23.0,17.0,3,3,3,2,1,1,3,3,5,2,3,3
bichon frise,3,45,Gray,Female,14,15,11.5,11.5,18.0,18.0,9.5,9.5,12.0,12.0,5,5,1,5,1,1,5,4,2,4,4,3
bloodhound,3,22,Black and White,Female,10,12,27.0,27.0,110.0,100.0,25.0,25.0,90.0,80.0,3,3,3,2,5,1,3,3,2,4,3,5
boston terrier,3,20,Blue,Female,11,13,17.0,17.0,25.0,25.0,15.0,15.0,12.0,12.0,5,4,2,2,1,1,5,5,3,4,4,2
french bulldog,13,23,White,Male,10,12,13.0,13.0,28.0,26.0,11.0,11.0,20.0,18.0,5,4,3,1,3,1,5,5,3,4,3,1
shih tzu,12,32,Bicolor,Female,10,18,10.5,10.5,16.0,16.0,9.0,9.0,9.0,9.0,5,5,1,4,1,1,3,3,3,4,3,3
chinese shar-pei,11,56,Merle,Female,8,12,20.0,20.0,60.0,60.0,18.0,18.0,45.0,45.0,3,3,3,1,3,1,3,3,4,3,3,3
rottweiler,10,47,Bicolor,Female,9,10,27.0,27.0,135.0,100.0,24.0,24.0,95.0,80.0,3,3,3,1,3,1,3,4,5,5,3,1
siberian husky,7,22,Gray,Female,12,14,23.5,23.5,60.0,50.0,21.0,21.0,45.0,35.0,5,5,4,2,1,1,5,5,1,3,5,5
bichon frise,3,49,Blue,Female,14,15,11.5,11.5,18.0,18.0,9.5,9.5,12.0,12.0,5,5,1,5,1,1,5,4,2,4,4,3
bull terrier,2,8,Sable,Female,12,13,22.0,22.0,70.0,70.0,21.0,21.0,50.0,50.0,3,1,3,2,1,1,4,4,3,3,4,3
akita,11,53,Bicolor,Male,10,14,28.0,28.0,130.0,100.0,26.0,26.0,100.0,70.0,3,1,3,3,1,1,2,3,5,3,4,2
rottweiler,5,58,Merle,Female,9,10,27.0,27.0,135.0,100.0,24.0,24.0,95.0,80.0,3,3,3,1,3,1,3,4,5,5,3,1
cavalier king charles spaniel,7,30,Cream,Female,12,15,13.0,13.0,18.0,18.0,12.0,12.0,13.0,13.0,5,5,2,2,2,1,4,3,3,4,3,3
samoyed,4,29,Gray,Male,12,14,23.5,23.5,65.0,50.0,21.0,21.0,45.0,35.0,5,3,3,3,1,1,5,5,4,4,4,5
pug,9,49,Red,Female,13,15,13.0,13.0,18.0,18.0,10.0,10.0,14.0,14.0,5,4,4,2,1,1,5,5,3,4,3,1
maltese,12,28,Black,Female,12,15,9.0,9.0,8.8,8.8,7.0,7.0,6.6,6.6,3,3,1,4,1,1,3,3,4,3,3,3
pug,13,20,Black and White,Male,13,15,13.0,13.0,18.0,18.0,10.0,10.0,14.0,14.0,5,4,4,2,1,1,5,5,3,4,3,1
samoyed,8,26,Gray,Female,12,14,23.5,23.5,65.0,50.0,21.0,21.0,45.0,35.0,5,3,3,3,1,1,5,5,4,4,4,5
bichon frise,6,34,Tan,Female,14,15,11.5,11.5,18.0,18.0,9.5,9.5,12.0,12.0,5,5,1,5,1,1,5,4,2,4,4,3
vizsla,10,27,Bicolor,Male,12,14,24.0,24.0,60.0,55.0,22.0,22.0,55.0,44.0,5,4,3,2,2,1,4,5,3,5,5,3
whippet,1,29,Gray,Male,12,15,22.0,22.0,40.0,40.0,19.0,19.0,25.0,25.0,5,5,2,1,1,1,3,4,3,3,4,1
maltese,12,8,Sable,Male,12,15,9.0,9.0,8.8,8.8,7.0,7.0,6.6,6.6,3,3,1,4,1,1,3,3,4,3,3,3
siberian husky,14,43,Merle,Male,12,14,23.5,23.5,60.0,50.0,21.0,21.0,45.0,35.0,5,5,4,2,1,1,5,5,1,3,5,5
chinese shar-pei,12,49,White,Female,8,12,20.0,20.0,60.0,60.0,18.0,18.0,45.0,45.0,3,3,3,1,3,1,3,3,4,3,3,3
irish setter,6,46,Tricolor,Female,12,15,27.0,27.0,70.0,60.0,27.0,27.0,70.0,60.0,5,5,3,3,2,1,5,5,3,4,5,3
basenji,12,19,Tan,Female,13,14,17.0,17.0,24.0,22.0,17.0,17.0,24.0,22.0,3,3,2,1,1,1,3,3,3,2,4,1
chihuahua,10,10,Brown,Female,14,16,8.0,8.0,6.0,6.0,5.0,5.0,4.0,4.0,1,3,2,1,1,2,2,4,4,3,4,5
rottweiler,8,22,Tricolor,Male,9,10,27.0,27.0,135.0,100.0,24.0,24.0,95.0,80.0,3,3,3,1,3,1,3,4,5,5,3,1
dachshund,11,46,Blue,Male,12,16,9.0,9.0,32.0,32.0,8.0,8.0,16.0,16.0,3,4,2,2,2,2,4,4,4,4,3,5
bichon frise,4,8,Tricolor,Female,14,15,11.5,11.5,18.0,18.0,9.5,9.5,12.0,12.0,5,5,1,5,1,1,5,4,2,4,4,3
chihuahua,5,53,Brindle,Female,14,16,8.0,8.0,6.0,6.0,5.0,5.0,4.0,4.0,1,3,2,1,1,2,2,4,4,3,4,5
bloodhound,5,24,Black,Male,10,12,27.0,27.0,110.0,100.0,25.0,25.0,90.0,80.0,3,3,3,2,5,1,3,3,2,4,3,5
shih tzu,8,23,Black and White,Female,10,18,10.5,10.5,16.0,16.0,9.0,9.0,9.0,9.0,5,5,1,4,1,1,3,3,3,4,3,3
pomeranian,2,54,Red,Male,12,16,7.0,7.0,7.0,7.0,6.0,6.0,3.0,3.0,3,3,2,3,1,1,3,3,4,3,3,4
australian shepherd,8,54,Blue,Male,12,15,23.0,23.0,65.0,55.0,20.0,20.0,50.0,40.0,5,3,3,2,1,1,3,4,3,5,5,3
pekingese,8,6,Brown,Male,12,14,9.0,9.0,14.0,14.0,6.0,6.0,7.0,7.0,3,3,3,3,1,1,3,4,4,3,3,1
chihuahua,9,12,Black and White,Female,14,16,8.0,8.0,6.0,6.0,5.0,5.0,4.0,4.0,1,3,2,1,1,2,2,4,4,3,4,5
west highland white terrier,10,13,Blue,Female,13,15,11.0,11.0,20.0,20.0,11.0,11.0,15.0,15.0,5,3,3,3,1,1,4,5,5,3,4,5
bernese mountain dog,6,36,Cream,Female,7,10,27.5,27.5,115.0,95.0,25.0,25.0,80.0,70.0,5,5,5,3,3,1,4,4,3,4,4,3
pembroke welsh corgi,7,19,Sable,Female,12,13,12.0,12.0,31.0,28.0,10.0,10.0,24.0,24.0,3,4,4,2,1,1,4,4,5,4,4,4
bichon frise,1,25,Blue,Male,14,15,11.5,11.5,18.0,18.0,9.5,9.5,12.0,12.0,5,5,1,5,1,1,5,4,2,4,4,3
pomeranian,1,23,Bicolor,Male,12,16,7.0,7.0,7.0,7.0,6.0,6.0,3.0,3.0,3,3,2,3,1,1,3,3,4,3,3,4
irish setter,1,52,Black and Tan,Female,12,15,27.0,27.0,70.0,60.0,27.0,27.0,70.0,60.0,5,5,3,3,2,1,5,5,3,4,5,3
alaskan malamute,3,40,Black and White,Male,10,14,25.0,25.0,85.0,75.0,25.0,25.0,85.0,75.0,3,3,3,3,1,1,3,3,4,5,4,3
boston terrier,4,49,Spotted,Male,11,13,17.0,17.0,25.0,25.0,15.0,15.0,12.0,12.0,5,4,2,2,1,1,5,5,3,4,4,2
golden retriever,2,45,Black and Tan,Male,10,12,24.0,24.0,75.0,65.0,23.0,23.0,65.0,55.0,5,5,4,2,2,1,5,4,3,5,3,1
bernese mountain dog,7,44,Brindle,Female,7,10,27.5,27.5,115.0,95.0,25.0,25.0,80.0,70.0,5,5,5,3,3,1,4,4,3,4,4,3
labrador retriever,5,36,Merle,Male,10,12,24.5,24.5,80.0,70.0,22.5,22.5,65.0,55.0,5,5,4,2,2,1,5,5,3,5,5,3
irish setter,9,31,Red,Male,12,15,27.0,27.0,70.0,60.0,27.0,27.0,70.0,60.0,5,5,3,3,2,1,5,5,3,4,5,3
beagle,9,29,Bicolor,Female,10,15,16.0,15.0,20.0,30.0,14.0,13.0,15.0,20.0,5,5,3,2,1,1,3,4,2,3,4,4
pomeranian,12,46,Gray,Male,12,16,7.0,7.0,7.0,7.0,6.0,6.0,3.0,3.0,3,3,2,3,1,1,3,3,4,3,3,4
irish setter,5,36,Blue,Male,12,15,27.0,27.0,70.0,60.0,27.0,27.0,70.0,60.0,5,5,3,3,2,1,5,5,3,4,5,3
bernese mountain dog,6,16,White,Male,7,10,27.5,27.5,115.0,95.0,25.0,25.0,80.0,70.0,5,5,5,3,3,1,4,4,3,4,4,3
shih tzu,6,53,Bicolor,Female,10,18,10.5,10.5,16.0,16.0,9.0,9.0,9.0,9.0,5,5,1,4,1,1,3,3,3,4,3,3
siberian husky,8,40,White,Female,12,14,23.5,23.5,60.0,50.0,21.0,21.0,45.0,35.0,5,5,4,2,1,1,5,5,1,3,5,5
vizsla,8,16,Red,Male,12,14,24.0,24.0,60.0,55.0,22.0,22.0,55.0,44.0,5,4,3,2,2,1,4,5,3,5,5,3
cocker spaniel,10,54,Merle,Female,10,14,15.5,15.5,30.0,25.0,14.5,14.5,25.0,20.0,5,5,3,4,2,1,4,3,3,4,4,3
great dane,11,54,Black and Tan,Male,7,10,32.0,32.0,175.0,140.0,30.0,30.0,140.0,110.0,3,3,3,1,4,1,3,4,5,3,4,3
cocker spaniel,6,54,Red,Male,10,14,15.5,15.5,30.0,25.0,14.5,14.5,25.0,20.0,5,5,3,4,2,1,4,3,3,4,4,3
basenji,6,55,Brindle,Male,13,14,17.0,17.0,24.0,22.0,17.0,17.0,24.0,22.0,3,3,2,1,1,1,3,3,3,2,4,1
basenji,5,52,Brindle,Male,13,14,17.0,17.0,24.0,22.0,17.0,17.0,24.0,22.0,3,3,2,1,1,1,3,3,3,2,4,1
bernese mountain dog,13,55,Black and Tan,Male,7,10,27.5,27.5,115.0,95.0,25.0,25.0,80.0,70.0,5,5,5,3,3,1,4,4,3,4,4,3
pekingese,10,34,Black and Tan,Female,12,14,9.0,9.0,14.0,14.0,6.0,6.0,7.0,7.0,3,3,3,3,1,1,3,4,4,3,3,1
great dane,13,41,Gray,Female,7,10,32.0,32.0,175.0,140.0,30.0,30.0,140.0,110.0,3,3,3,1,4,1,3,4,5,3,4,3
papillon,1,55,Bicolor,Male,14,16,11.0,11.0,10.0,10.0,8.0,8.0,5.0,5.0,5,3,3,2,1,1,5,5,4,5,4,5
west highland white terrier,10,15,Blue,Female,13,15,11.0,11.0,20.0,20.0,11.0,11.0,15.0,15.0,5,3,3,3,1,1,4,5,5,3,4,5
dachshund,6,47,White,Male,12,16,9.0,9.0,32.0,32.0,8.0,8.0,16.0,16.0,3,4,2,2,2,2,4,4,4,4,3,5
boston terrier,14,31,Black and Tan,Male,11,13,17.0,17.0,25.0,25.0,15.0,15.0,12.0,12.0,5,4,2,2,1,1,5,5,3,4,4,2
doberman pinscher,12,16,Red,Male,10,12,28.0,28.0,100.0,90.0,26.0,26.0,75.0,60.0,5,3,4,1,2,1,4,4,5,5,5,3
labrador retriever,7,46,Black and Tan,Male,10,12,24.5,24.5,80.0,70.0,22.5,22.5,65.0,55.0,5,5,4,2,2,1,5,5,3,5,5,3
bull terrier,11,12,White,Female,12,13,22.0,22.0,70.0,70.0,21.0,21.0,50.0,50.0,3,1,3,2,1,1,4,4,3,3,4,3
bloodhound,8,57,Black and Tan,Female,10,12,27.0,27.0,110.0,100.0,25.0,25.0,90.0,80.0,3,3,3,2,5,1,3,3,2,4,3,5
akita,1,37,Merle,Female,10,14,28.0,28.0,130.0,100.0,26.0,26.0,100.0,70.0,3,1,3,3,1,1,2,3,5,3,4,2
pomeranian,12,25,Tan,Female,12,16,7.0,7.0,7.0,7.0,6.0,6.0,3.0,3.0,3,3,2,3,1,1,3,3,4,3,3,4
samoyed,8,22,Black,Male,12,14,23.5,23.5,65.0,50.0,21.0,21.0,45.0,35.0,5,3,3,3,1,1,5,5,4,4,4,5
rottweiler,9,15,Black and White,Female,9,10,27.0,27.0,135.0,100.0,24.0,24.0,95.0,80.0,3,3,3,1,3,1,3,4,5,5,3,1
pomeranian,13,33,Brown,Female,12,16,7.0,7.0,7.0,7.0,6.0,6.0,3.0,3.0,3,3,2,3,1,1,3,3,4,3,3,4
bull terrier,9,11,Spotted,Female,12,13,22.0,22.0,70.0,70.0,21.0,21.0,50.0,50.0,3,1,3,2,1,1,4,4,3,3,4,3
great dane,10,33,Sable,Male,7,10,32.0,32.0,175.0,140.0,30.0,30.0,140.0,110.0,3,3,3,1,4,1,3,4,5,3,4,3
shetland sheepdog,1,9,Merle,Male,12,14,16.0,16.0,25.0,25.0,13.0,13.0,15.0,15.0,5,5,3,3,1,1,2,5,5,5,4,5
golden retriever,14,10,Gray,Male,10,12,24.0,24.0,75.0,65.0,23.0,23.0,65.0,55.0,5,5,4,2,2,1,5,4,3,5,3,1
shiba inu,4,29,Merle,Female,13,16,16.5,16.5,23.0,17.0,14.5,14.5,23.0,17.0,3,3,3,2,1,1,3,3,5,2,3,3
whippet,7,49,Tricolor,Female,12,15,22.0,22.0,40.0,40.0,19.0,19.0,25.0,25.0,5,5,2,1,1,1,3,4,3,3,4,1
beagle,9,59,White,Male,10,15,16.0,15.0,20.0,30.0,14.0,13.0,15.0,20.0,5,5,3,2,1,1,3,4,2,3,4,4
bloodhound,4,53,Brown,Male,10,12,27.0,27.0,110.0,100.0,25.0,25.0,90.0,80.0,3,3,3,2,5,1,3,3,2,4,3,5
havanese,5,6,Brindle,Male,14,16,11.5,11.5,13.0,13.0,8.5,8.5,7.0,7.0,5,5,2,3,1,1,5,5,3,4,3,4
chinese shar-pei,12,52,Tricolor,Female,8,12,20.0,20.0,60.0,60.0,18.0,18.0,45.0,45.0,3,3,3,1,3,1,3,3,4,3,3,3
bloodhound,12,30,Black and White,Female,10,12,27.0,27.0,110.0,100.0,25.0,25.0,90.0,80.0,3,3,3,2,5,1,3,3,2,4,3,5
bernese mountain dog,4,5,White,Male,7,10,27.5,27.5,115.0,95.0,25.0,25.0,80.0,70.0,5,5,5,3,3,1,4,4,3,4,4,3
irish setter,9,10,Black,Female,12,15,27.0,27.0,70.0,60.0,27.0,27.0,70.0,60.0,5,5,3,3,2,1,5,5,3,4,5,3
australian shepherd,9,17,Black,Male,12,15,23.0,23.0,65.0,55.0,20.0,20.0,50.0,40.0,5,3,3,2,1,1,3,4,3,5,5,3
rottweiler,4,35,Sable,Female,9,10,27.0,27.0,135.0,100.0,24.0,24.0,95.0,80.0,3,3,3,1,3,1,3,4,5,5,3,1
bichon frise,3,45,Bicolor,Male,14,15,11.5,11.5,18.0,18.0,9.5,9.5,12.0,12.0,5,5,1,5,1,1,5,4,2,4,4,3
shetland sheepdog,2,22,White,Female,12,14,16.0,16.0,25.0,25.0,13.0,13.0,15.0,15.0,5,5,3,3,1,1,2,5,5,5,4,5
boxer,5,57,Spotted,Female,10,12,25.0,25.0,80.0,65.0,23.0,23.0,65.0,50.0,5,3,2,2,3,1,4,4,4,4,4,3
chinese shar-pei,8,33,Tricolor,Male,8,12,20.0,20.0,60.0,60.0,18.0,18.0,45.0,45.0,3,3,3,1,3,1,3,3,4,3,3,3
doberman pinscher,7,16,Brindle,Male,10,12,28.0,28.0,100.0,90.0,26.0,26.0,75.0,60.0,5,3,4,1,2,1,4,4,5,5,5,3
pembroke welsh corgi,13,34,Spotted,Male,12,13,12.0,12.0,31.0,28.0,10.0,10.0,24.0,24.0,3,4,4,2,1,1,4,4,5,4,4,4
labrador retriever,9,6,Red,Female,10,12,24.5,24.5,80.0,70.0,22.5,22.5,65.0,55.0,5,5,4,2,2,1,5,5,3,5,5,3
french bulldog,1,45,Red,Female,10,12,13.0,13.0,28.0,26.0,11.0,11.0,20.0,18.0,5,4,3,1,3,1,5,5,3,4,3,1
boston terrier,14,49,Gray,Female,11,13,17.0,17.0,25.0,25.0,15.0,15.0,12.0,12.0,5,4,2,2,1,1,5,5,3,4,4,2
cocker spaniel,2,55,Gray,Female,10,14,15.5,15.5,30.0,25.0,14.5,14.5,25.0,20.0,5,5,3,4,2,1,4,3,3,4,4,3
boston terrier,9,48,Red,Female,11,13,17.0,17.0,25.0,25.0,15.0,15.0,12.0,12.0,5,4,2,2,1,1,5,5,3,4,4,2
belgian malinois,7,21,Tricolor,Female,14,16,26.0,26.0,80.0,60.0,24.0,24.0,60.0,40.0,3,3,3,2,1,1,3,3,4,5,4,3
pug,12,31,Gray,Female,13,15,13.0,13.0,18.0,18.0,10.0,10.0,14.0,14.0,5,4,4,2,1,1,5,5,3,4,3,1
pug,11,18,Brown,Female,13,15,13.0,13.0,18.0,18.0,10.0,10.0,14.0,14.0,5,4,4,2,1,1,5,5,3,4,3,1
shiba inu,14,46,Black and Tan,Female,13,16,16.5,16.5,23.0,17.0,14.5,14.5,23.0,17.0,3,3,3,2,1,1,3,3,5,2,3,3
pomeranian,7,28,Brown,Male,12,16,7.0,7.0,7.0,7.0,6.0,6.0,3.0,3.0,3,3,2,3,1,1,3,3,4,3,3,4
french bulldog,10,12,Brown,Male,10,12,13.0,13.0,28.0,26.0,11.0,11.0,20.0,18.0,5,4,3,1,3,1,5,5,3,4,3,1
yorkshire terrier,1,24,Gray,Male,11,15,8.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,5,3,1,5,1,1,5,4,5,4,4,4
great dane,1,43,Spotted,Male,7,10,32.0,32.0,175.0,140.0,30.0,30.0,140.0,110.0,3,3,3,1,4,1,3,4,5,3,4,3
belgian malinois,3,6,Bicolor,Female,14,16,26.0,26.0,80.0,60.0,24.0,24.0,60.0,40.0,3,3,3,2,1,1,3,3,4,5,4,3
dachshund,10,48,Bicolor,Male,12,16,9.0,9.0,32.0,32.0,8.0,8.0,16.0,16.0,3,4,2,2,2,2,4,4,4,4,3,5
bloodhound,10,45,White,Female,10,12,27.0,27.0,110.0,100.0,25.0,25.0,90.0,80.0,3,3,3,2,5,1,3,3,2,4,3,5
great dane,1,9,Brown,Female,7,10,32.0,32.0,175.0,140.0,30.0,30.0,140.0,110.0,3,3,3,1,4,1,3,4,5,3,4,3
pembroke welsh corgi,11,24,Spotted,Female,12,13,12.0,12.0,31.0,28.0,10.0,10.0,24.0,24.0,3,4,4,2,1,1,4,4,5,4,4,4
akita,14,33,Brown,Male,10,14,28.0,28.0,130.0,100.0,26.0,26.0,100.0,70.0,3,1,3,3,1,1,2,3,5,3,4,2
bichon frise,5,38,Red,Male,14,15,11.5,11.5,18.0,18.0,9.5,9.5,12.0,12.0,5,5,1,5,1,1,5,4,2,4,4,3
rottweiler,8,15,Spotted,Male,9,10,27.0,27.0,135.0,100.0,24.0,24.0,95.0,80.0,3,3,3,1,3,1,3,4,5,5,3,1
rottweiler,8,29,Tan,Female,9,10,27.0,27.0,135.0,100.0,24.0,24.0,95.0,80.0,3,3,3,1,3,1,3,4,5,5,3,1
bull terrier,2,30,Brown,Female,12,13,22.0,22.0,70.0,70.0,21.0,21.0,50.0,50.0,3,1,3,2,1,1,4,4,3,3,4,3
bloodhound,9,58,White,Female,10,12,27.0,27.0,110.0,100.0,25.0,25.0,90.0,80.0,3,3,3,2,5,1,3,3,2,4,3,5
boxer,14,25,Black,Female,10,12,25.0,25.0,80.0,65.0,23.0,23.0,65.0,50.0,5,3,2,2,3,1,4,4,4,4,4,3
maltese,6,40,Bicolor,Female,12,15,9.0,9.0,8.8,8.8,7.0,7.0,6.6,6.6,3,3,1,4,1,1,3,3,4,3,3,3
siberian husky,2,28,Spotted,Female,12,14,23.5,23.5,60.0,50.0,21.0,21.0,45.0,35.0,5,5,4,2,1,1,5,5,1,3,5,5
basenji,6,19,Sable,Female,13,14,17.0,17.0,24.0,22.0,17.0,17.0,24.0,22.0,3,3,2,1,1,1,3,3,3,2,4,1
chihuahua,3,9,Gray,Female,14,16,8.0,8.0,6.0,6.0,5.0,5.0,4.0,4.0,1,3,2,1,1,2,2,4,4,3,4,5
samoyed,7,48,Merle,Male,12,14,23.5,23.5,65.0,50.0,21.0,21.0,45.0,35.0,5,3,3,3,1,1,5,5,4,4,4,5
australian shepherd,13,41,Brindle,Female,12,15,23.0,23.0,65.0,55.0,20.0,20.0,50.0,40.0,5,3,3,2,1,1,3,4,3,5,5,3
pomeranian,2,37,Gray,Male,12,16,7.0,7.0,7.0,7.0,6.0,6.0,3.0,3.0,3,3,2,3,1,1,3,3,4,3,3,4
papillon,12,44,Merle,Male,14,16,11.0,11.0,10.0,10.0,8.0,8.0,5.0,5.0,5,3,3,2,1,1,5,5,4,5,4,5
golden retriever,2,47,Black and Tan,Male,10,12,24.0,24.0,75.0,65.0,23.0,23.0,65.0,55.0,5,5,4,2,2,1,5,4,3,5,3,1
rottweiler,12,26,Tan,Female,9,10,27.0,27.0,135.0,100.0,24.0,24.0,95.0,80.0,3,3,3,1,3,1,3,4,5,5,3,1
samoyed,8,56,Tricolor,Male,12,14,23.5,23.5,65.0,50.0,21.0,21.0,45.0,35.0,5,3,3,3,1,1,5,5,4,4,4,5
yorkshire terrier,14,6,Tricolor,Female,11,15,8.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,5,3,1,5,1,1,5,4,5,4,4,4
bull terrier,6,28,Sable,Female,12,13,22.0,22.0,70.0,70.0,21.0,21.0,50.0,50.0,3,1,3,2,1,1,4,4,3,3,4,3
australian shepherd,5,5,Brown,Male,12,15,23.0,23.0,65.0,55.0,20.0,20.0,50.0,40.0,5,3,3,2,1,1,3,4,3,5,5,3
australian shepherd,11,19,Sable,Male,12,15,23.0,23.0,65.0,55.0,20.0,20.0,50.0,40.0,5,3,3,2,1,1,3,4,3,5,5,3
belgian malinois,2,32,White,Female,14,16,26.0,26.0,80.0,60.0,24.0,24.0,60.0,40.0,3,3,3,2,1,1,3,3,4,5,4,3
bernese mountain dog,6,57,Sable,Female,7,10,27.5,27.5,115.0,95.0,25.0,25.0,80.0,70.0,5,5,5,3,3,1,4,4,3,4,4,3
pomeranian,8,18,Sable,Male,12,16,7.0,7.0,7.0,7.0,6.0,6.0,3.0,3.0,3,3,2,3,1,1,3,3,4,3,3,4
bernese mountain dog,9,42,Brindle,Male,7,10,27.5,27.5,115.0,95.0,25.0,25.0,80.0,70.0,5,5,5,3,3,1,4,4,3,4,4,3
bernese mountain dog,3,57,Tan,Female,7,10,27.5,27.5,115.0,95.0,25.0,25.0,80.0,70.0,5,5,5,3,3,1,4,4,3,4,4,3
cocker spaniel,5,39,Tricolor,Female,10,14,15.5,15.5,30.0,25.0,14.5,14.5,25.0,20.0,5,5,3,4,2,1,4,3,3,4,4,3
pekingese,10,17,Brindle,Female,12,14,9.0,9.0,14.0,14.0,6.0,6.0,7.0,7.0,3,3,3,3,1,1,3,4,4,3,3,1
boxer,8,7,Red,Female,10,12,25.0,25.0,80.0,65.0,23.0,23.0,65.0,50.0,5,3,2,2,3,1,4,4,4,4,4,3
pembroke welsh corgi,14,55,Black and White,Female,12,13,12.0,12.0,31.0,28.0,10.0,10.0,24.0,24.0,3,4,4,2,1,1,4,4,5,4,4,4
border collie,9,19,Bicolor,Female,12,15,22.0,22.0,55.0,55.0,19.0,19.0,30.0,30.0,3,3,3,3,1,1,4,5,3,5,5,4
bull terrier,3,22,Tan,Female,12,13,22.0,22.0,70.0,70.0,21.0,21.0,50.0,50.0,3,1,3,2,1,1,4,4,3,3,4,3
yorkshire terrier,9,49,Black and Tan,Male,11,15,8.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,5,3,1,5,1,1,5,4,5,4,4,4
whippet,4,28,Black and White,Male,12,15,22.0,22.0,40.0,40.0,19.0,19.0,25.0,25.0,5,5,2,1,1,1,3,4,3,3,4,1
rottweiler,11,40,Bicolor,Female,9,10,27.0,27.0,135.0,100.0,24.0,24.0,95.0,80.0,3,3,3,1,3,1,3,4,5,5,3,1
irish setter,6,52,Red,Male,12,15,27.0,27.0,70.0,60.0,27.0,27.0,70.0,60.0,5,5,3,3,2,1,5,5,3,4,5,3
dachshund,9,6,Blue,Male,12,16,9.0,9.0,32.0,32.0,8.0,8.0,16.0,16.0,3,4,2,2,2,2,4,4,4,4,3,5
dachshund,2,12,Tricolor,Female,12,16,9.0,9.0,32.0,32.0,8.0,8.0,16.0,16.0,3,4,2,2,2,2,4,4,4,4,3,5
maltese,4,16,Black and Tan,Male,12,15,9.0,9.0,8.8,8.8,7.0,7.0,6.6,6.6,3,3,1,4,1,1,3,3,4,3,3,3
alaskan malamute,2,15,Spotted,Female,10,14,25.0,25.0,85.0,75.0,25.0,25.0,85.0,75.0,3,3,3,3,1,1,3,3,4,5,4,3
bichon frise,11,13,Black and Tan,Male,14,15,11.5,11.5,18.0,18.0,9.5,9.5,12.0,12.0,5,5,1,5,1,1,5,4,2,4,4,3
shih tzu,3,19,Merle,Male,10,18,10.5,10.5,16.0,16.0,9.0,9.0,9.0,9.0,5,5,1,4,1,1,3,3,3,4,3,3
chihuahua,8,34,Brindle,Male,14,16,8.0,8.0,6.0,6.0,5.0,5.0,4.0,4.0,1,3,2,1,1,2,2,4,4,3,4,5
havanese,6,31,Brindle,Female,14,16,11.5,11.5,13.0,13.0,8.5,8.5,7.0,7.0,5,5,2,3,1,1,5,5,3,4,3,4
west highland white terrier,11,56,Gray,Female,13,15,11.0,11.0,20.0,20.0,11.0,11.0,15.0,15.0,5,3,3,3,1,1,4,5,5,3,4,5
bull terrier,9,46,Black and Tan,Female,12,13,22.0,22.0,70.0,70.0,21.0,21.0,50.0,50.0,3,1,3,2,1,1,4,4,3,3,4,3
rottweiler,6,21,Tan,Male,9,10,27.0,27.0,135.0,100.0,24.0,24.0,95.0,80.0,3,3,3,1,3,1,3,4,5,5,3,1
vizsla,4,46,Blue,Male,12,14,24.0,24.0,60.0,55.0,22.0,22.0,55.0,44.0,5,4,3,2,2,1,4,5,3,5,5,3
bloodhound,3,50,Sable,Female,10,12,27.0,27.0,110.0,100.0,25.0,25.0,90.0,80.0,3,3,3,2,5,1,3,3,2,4,3,5
pembroke welsh corgi,6,36,Merle,Male,12,13,12.0,12.0,31.0,28.0,10.0,10.0,24.0,24.0,3,4,4,2,1,1,4,4,5,4,4,4
alaskan malamute,9,58,Blue,Male,10,14,25.0,25.0,85.0,75.0,25.0,25.0,85.0,75.0,3,3,3,3,1,1,3,3,4,5,4,3
maltese,2,42,Black,Female,12,15,9.0,9.0,8.8,8.8,7.0,7.0,6.6,6.6,3,3,1,4,1,1,3,3,4,3,3,3
doberman pinscher,1,10,Sable,Male,10,12,28.0,28.0,100.0,90.0,26.0,26.0,75.0,60.0,5,3,4,1,2,1,4,4,5,5,5,3
shetland sheepdog,9,18,Sable,Male,12,14,16.0,16.0,25.0,25.0,13.0,13.0,15.0,15.0,5,5,3,3,1,1,2,5,5,5,4,5
cavalier king charles spaniel,14,14,Gray,Male,12,15,13.0,13.0,18.0,18.0,12.0,12.0,13.0,13.0,5,5,2,2,2,1,4,3,3,4,3,3
bernese mountain dog,5,7,Brindle,Female,7,10,27.5,27.5,115.0,95.0,25.0,25.0,80.0,70.0,5,5,5,3,3,1,4,4,3,4,4,3
pekingese,1,52,Merle,Male,12,14,9.0,9.0,14.0,14.0,6.0,6.0,7.0,7.0,3,3,3,3,1,1,3,4,4,3,3,1
vizsla,5,37,Black and Tan,Male,12,14,24.0,24.0,60.0,55.0,22.0,22.0,55.0,44.0,5,4,3,2,2,1,4,5,3,5,5,3
rottweiler,13,9,Spotted,Male,9,10,27.0,27.0,135.0,100.0,24.0,24.0,95.0,80.0,3,3,3,1,3,1,3,4,5,5,3,1
